session_id,node_count,edge_count,graph_density,max_out_degree,longest_path,unique_event_types,external_edge_count,encoded_command_count,outbound_bytes,suspicious_process_count,suspicious_relationship_count,has_external_path,label
SESSION-00332,6,5,0.16666666666666666,2,4,3,1,2,423327,3,3,1,attack
SESSION-00333,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00334,6,5,0.16666666666666666,2,4,3,1,2,414006,3,3,1,attack
SESSION-00335,3,2,0.3333333333333333,1,2,2,1,0,45595,0,0,0,benign
SESSION-00336,7,6,0.14285714285714285,2,4,3,1,2,511369,3,3,1,attack
SESSION-00337,4,3,0.25,2,2,2,0,0,52790,0,0,0,benign
SESSION-00338,3,2,0.3333333333333333,2,1,2,0,0,33101,0,0,0,benign
SESSION-00339,4,3,0.25,1,3,3,0,0,38839,0,0,0,benign
SESSION-00340,3,2,0.3333333333333333,2,1,2,0,0,8506,0,0,0,benign
SESSION-00341,3,2,0.3333333333333333,1,2,2,0,0,27746,0,0,0,benign
SESSION-00342,3,2,0.3333333333333333,2,1,2,0,0,60765,0,0,0,benign
SESSION-00343,3,2,0.3333333333333333,2,1,2,0,0,37779,0,0,0,benign
SESSION-00344,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00345,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00346,3,2,0.3333333333333333,2,1,2,0,0,15515,0,0,0,benign
SESSION-00347,3,2,0.3333333333333333,2,1,2,0,0,54087,0,0,0,benign
SESSION-00348,3,2,0.3333333333333333,2,1,2,0,0,5312,0,0,0,benign
SESSION-00349,4,3,0.25,2,2,2,0,0,38475,0,0,0,benign
SESSION-00350,7,6,0.14285714285714285,2,4,3,1,2,829011,3,3,1,attack
SESSION-00351,3,2,0.3333333333333333,2,1,2,0,0,17087,0,0,0,benign
SESSION-00352,7,6,0.14285714285714285,2,4,3,1,2,487062,3,3,1,attack
SESSION-00353,4,3,0.25,2,2,2,0,0,37599,0,0,0,benign
SESSION-00354,6,5,0.16666666666666666,2,4,3,1,2,202802,3,3,1,attack
SESSION-00355,4,3,0.25,2,2,2,0,0,51888,0,0,0,benign
SESSION-00356,4,3,0.25,2,2,2,0,0,38515,0,0,0,benign
SESSION-00357,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00358,3,2,0.3333333333333333,2,1,2,0,0,28773,0,0,0,benign
SESSION-00359,3,2,0.3333333333333333,2,1,2,0,0,52069,0,0,0,benign
SESSION-00360,7,6,0.14285714285714285,2,4,3,1,2,679012,3,3,1,attack
SESSION-00361,4,3,0.25,2,2,2,0,0,29317,0,0,0,benign
SESSION-00362,4,3,0.25,1,3,3,0,0,51801,0,0,0,benign
SESSION-00363,4,3,0.25,1,3,3,0,0,60683,0,0,0,benign
SESSION-00364,7,6,0.14285714285714285,2,4,3,1,2,255747,3,3,1,attack
SESSION-00365,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00366,6,5,0.16666666666666666,2,4,3,1,2,743355,3,3,1,attack
SESSION-00367,4,3,0.25,1,3,3,1,0,29157,0,0,0,benign
SESSION-00368,4,3,0.25,2,2,2,0,0,62398,0,0,0,benign
SESSION-00369,4,3,0.25,2,2,2,0,0,58888,0,0,0,benign
SESSION-00370,4,3,0.25,2,2,2,0,0,9402,0,0,0,benign
SESSION-00371,3,2,0.3333333333333333,1,2,2,0,0,35698,0,0,0,benign
SESSION-00372,4,3,0.25,1,3,3,0,0,30036,0,0,0,benign
SESSION-00373,4,3,0.25,1,3,3,0,0,13929,0,0,0,benign
SESSION-00374,3,2,0.3333333333333333,1,2,2,0,0,56640,0,0,0,benign
SESSION-00375,3,2,0.3333333333333333,1,2,2,0,0,55055,0,0,0,benign
SESSION-00376,6,5,0.16666666666666666,2,4,3,1,2,326165,3,3,1,attack
SESSION-00377,3,2,0.3333333333333333,2,1,2,0,0,29590,0,0,0,benign
SESSION-00378,3,2,0.3333333333333333,1,2,2,0,0,19635,0,0,0,benign
SESSION-00379,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-00380,4,3,0.25,2,2,2,0,0,40569,0,0,0,benign
SESSION-00381,7,6,0.14285714285714285,2,4,3,1,2,311773,3,3,1,attack
SESSION-00382,4,3,0.25,2,2,2,0,0,56880,0,0,0,benign
SESSION-00383,7,6,0.14285714285714285,2,4,3,1,2,881298,3,3,1,attack
SESSION-00384,6,5,0.16666666666666666,2,4,3,1,2,378765,3,3,1,attack
SESSION-00385,3,2,0.3333333333333333,2,1,2,0,0,33969,0,0,0,benign
SESSION-00386,4,3,0.25,2,2,2,0,0,10038,0,0,0,benign
SESSION-00387,6,5,0.16666666666666666,2,4,3,1,2,365278,3,3,1,attack
SESSION-00388,4,3,0.25,1,3,3,1,0,36050,0,0,0,benign
SESSION-00389,3,2,0.3333333333333333,1,2,2,1,0,44389,0,0,0,benign
SESSION-00390,6,5,0.16666666666666666,2,4,3,1,2,820178,3,3,1,attack
SESSION-00391,3,2,0.3333333333333333,1,2,2,1,0,39097,0,0,0,attack
SESSION-00392,3,2,0.3333333333333333,2,1,2,0,0,19445,0,0,0,benign
SESSION-00393,3,2,0.3333333333333333,2,1,2,0,0,63318,0,0,0,benign
SESSION-00394,7,6,0.14285714285714285,2,4,3,1,2,134797,3,3,1,attack
SESSION-00395,3,2,0.3333333333333333,2,1,2,0,0,58495,0,0,0,benign
SESSION-00396,6,5,0.16666666666666666,2,4,3,1,2,670110,3,3,1,attack
SESSION-00397,3,2,0.3333333333333333,1,2,2,0,0,14164,0,0,0,benign
SESSION-00398,3,2,0.3333333333333333,2,1,2,0,0,51016,0,0,0,benign
SESSION-00399,3,2,0.3333333333333333,1,2,2,0,0,41633,0,0,0,benign
SESSION-00400,3,2,0.3333333333333333,2,1,2,0,0,35543,0,0,0,benign
SESSION-00401,6,5,0.16666666666666666,2,4,3,1,2,256706,3,3,1,attack
SESSION-00402,4,3,0.25,1,3,3,0,0,19172,0,0,0,benign
SESSION-00403,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00404,3,2,0.3333333333333333,1,2,2,1,0,47842,0,0,0,benign
SESSION-00405,6,5,0.16666666666666666,2,4,3,1,2,703647,3,3,1,attack
SESSION-00406,7,6,0.14285714285714285,2,4,3,1,2,283658,3,3,1,attack
SESSION-00407,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00408,3,2,0.3333333333333333,2,1,2,0,0,49123,0,0,0,benign
SESSION-00409,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00410,7,6,0.14285714285714285,2,4,3,1,2,277417,3,3,1,attack
SESSION-00411,7,6,0.14285714285714285,2,4,3,1,2,223243,3,3,1,attack
SESSION-00412,7,6,0.14285714285714285,2,4,3,1,2,337354,3,3,1,attack
SESSION-00413,3,2,0.3333333333333333,2,1,2,0,0,50078,0,0,0,benign
SESSION-00414,3,2,0.3333333333333333,1,2,2,1,0,56631,0,0,0,benign
SESSION-00415,3,2,0.3333333333333333,2,1,2,0,0,59242,0,0,0,benign
SESSION-00416,3,2,0.3333333333333333,1,2,2,0,0,2995,0,0,0,benign
SESSION-00417,3,2,0.3333333333333333,2,1,2,0,0,37794,0,0,0,benign
SESSION-00418,3,2,0.3333333333333333,1,2,2,0,0,16186,0,0,0,benign
SESSION-00419,3,2,0.3333333333333333,1,2,2,0,0,56993,0,0,0,benign
SESSION-00420,3,2,0.3333333333333333,1,2,2,0,0,18889,0,0,0,benign
SESSION-00421,4,3,0.25,2,2,2,0,0,37091,0,0,0,benign
SESSION-00422,6,5,0.16666666666666666,2,4,3,1,2,692310,3,3,1,attack
SESSION-00423,4,3,0.25,1,3,3,1,0,2198,0,0,0,benign
SESSION-00424,7,6,0.14285714285714285,2,4,3,1,2,638690,3,3,1,attack
SESSION-00425,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00426,6,5,0.16666666666666666,2,4,3,1,2,635721,3,3,1,attack
SESSION-00427,7,6,0.14285714285714285,2,4,3,1,2,888521,3,3,1,attack
SESSION-00428,3,2,0.3333333333333333,2,1,2,0,0,38465,0,0,0,benign
SESSION-00429,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-00430,6,5,0.16666666666666666,2,4,3,1,2,251245,3,3,1,benign
SESSION-00431,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00432,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00433,3,2,0.3333333333333333,1,2,2,1,0,48686,0,0,0,benign
SESSION-00434,3,2,0.3333333333333333,2,1,2,0,0,12383,0,0,0,benign
SESSION-00435,3,2,0.3333333333333333,2,1,2,0,0,64558,0,0,0,benign
SESSION-00436,7,6,0.14285714285714285,2,4,3,1,2,678448,3,3,1,attack
SESSION-00437,6,5,0.16666666666666666,2,4,3,1,2,275147,3,3,1,attack
SESSION-00438,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00439,6,5,0.16666666666666666,2,4,3,1,2,306025,3,3,1,attack
SESSION-00440,3,2,0.3333333333333333,1,2,2,1,0,27380,0,0,0,benign
SESSION-00441,6,5,0.16666666666666666,2,4,3,1,2,774270,3,3,1,attack
SESSION-00442,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00443,3,2,0.3333333333333333,2,1,2,0,0,34950,0,0,0,benign
SESSION-00444,4,3,0.25,1,3,3,1,0,35873,0,0,0,benign
SESSION-00445,3,2,0.3333333333333333,1,2,2,0,0,8674,0,0,0,benign
SESSION-00446,3,2,0.3333333333333333,1,2,2,0,0,64025,0,0,0,benign
SESSION-00447,4,3,0.25,1,3,3,0,0,28687,0,0,0,benign
SESSION-00448,3,2,0.3333333333333333,1,2,2,1,0,33823,0,0,0,benign
SESSION-00449,3,2,0.3333333333333333,2,1,2,0,0,52285,0,0,0,benign
SESSION-00450,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00451,3,2,0.3333333333333333,1,2,2,1,0,47475,0,0,0,benign
SESSION-00452,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00453,3,2,0.3333333333333333,1,2,2,0,0,39635,0,0,0,benign
SESSION-00454,7,6,0.14285714285714285,2,4,3,1,2,418147,3,3,1,attack
SESSION-00455,3,2,0.3333333333333333,1,2,2,0,0,20983,0,0,0,benign
SESSION-00456,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00457,6,5,0.16666666666666666,2,4,3,1,2,619954,3,3,1,attack
SESSION-00458,4,3,0.25,2,2,2,0,0,5478,0,0,0,benign
SESSION-00459,6,5,0.16666666666666666,2,4,3,1,2,769806,3,3,1,benign
SESSION-00460,7,6,0.14285714285714285,2,4,3,1,2,405077,3,3,1,attack
SESSION-00461,4,3,0.25,1,3,3,0,0,57799,0,0,0,benign
SESSION-00462,4,3,0.25,1,3,3,0,0,17479,0,0,0,benign
SESSION-00463,6,5,0.16666666666666666,2,4,3,1,2,442901,3,3,1,attack
SESSION-00464,3,2,0.3333333333333333,1,2,2,0,0,8478,0,0,0,benign
SESSION-00465,3,2,0.3333333333333333,2,1,2,0,0,3090,0,0,0,benign
SESSION-00466,3,2,0.3333333333333333,2,1,2,0,0,10095,0,0,0,benign
SESSION-00467,4,3,0.25,1,3,3,1,0,54038,0,0,0,benign
SESSION-00468,4,3,0.25,1,3,2,0,0,0,0,0,0,attack
SESSION-00469,7,6,0.14285714285714285,2,4,3,1,2,151909,3,3,1,attack
SESSION-00470,3,2,0.3333333333333333,1,2,2,1,0,7356,0,0,0,benign
SESSION-00471,3,2,0.3333333333333333,1,2,2,0,0,29719,0,0,0,benign
SESSION-00472,4,3,0.25,2,2,2,0,0,12575,0,0,0,benign
SESSION-00473,4,3,0.25,2,2,2,0,0,28581,0,0,0,benign
SESSION-00474,3,2,0.3333333333333333,1,2,2,1,0,62033,0,0,0,benign
SESSION-00475,7,6,0.14285714285714285,2,4,3,1,2,642560,3,3,1,attack
SESSION-00476,7,6,0.14285714285714285,2,4,3,1,2,613401,3,3,1,attack
SESSION-00477,3,2,0.3333333333333333,2,1,2,0,0,23370,0,0,0,benign
SESSION-00478,3,2,0.3333333333333333,2,1,2,0,0,60258,0,0,0,benign
SESSION-00479,3,2,0.3333333333333333,1,2,2,1,0,40391,0,0,0,benign
SESSION-00480,3,2,0.3333333333333333,1,2,2,1,0,64753,0,0,0,benign
SESSION-00481,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00482,3,2,0.3333333333333333,2,1,2,0,0,31771,0,0,0,benign
SESSION-00483,3,2,0.3333333333333333,2,1,2,0,0,32984,0,0,0,benign
SESSION-00484,3,2,0.3333333333333333,1,2,2,1,0,6526,0,0,0,benign
SESSION-00485,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00486,4,3,0.25,2,2,2,0,0,39105,0,0,0,benign
SESSION-00487,3,2,0.3333333333333333,1,2,2,1,0,42708,0,0,0,attack
SESSION-00488,6,5,0.16666666666666666,2,4,3,1,2,434195,3,3,1,benign
SESSION-00489,6,5,0.16666666666666666,2,4,3,1,2,872777,3,3,1,attack
SESSION-00490,3,2,0.3333333333333333,1,2,2,1,0,21408,0,0,0,benign
SESSION-00491,6,5,0.16666666666666666,2,4,3,1,2,418052,3,3,1,attack
SESSION-00492,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00493,7,6,0.14285714285714285,2,4,3,1,2,899039,3,3,1,attack
SESSION-00494,3,2,0.3333333333333333,1,2,2,1,0,64387,0,0,0,benign
SESSION-00495,4,3,0.25,2,2,2,0,0,60774,0,0,0,benign
SESSION-00496,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00497,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00498,3,2,0.3333333333333333,1,2,2,1,0,22213,0,0,0,benign
SESSION-00499,3,2,0.3333333333333333,2,1,2,0,0,42110,0,0,0,benign
SESSION-00500,4,3,0.25,2,2,2,0,0,22832,0,0,0,benign
SESSION-00501,7,6,0.14285714285714285,2,4,3,1,2,888024,3,3,1,attack
SESSION-00502,4,3,0.25,2,2,2,0,0,13141,0,0,0,benign
SESSION-00503,7,6,0.14285714285714285,2,4,3,1,2,97347,3,3,1,attack
SESSION-00504,4,3,0.25,2,2,2,0,0,38648,0,0,0,attack
SESSION-00505,3,2,0.3333333333333333,2,1,2,0,0,40213,0,0,0,benign
SESSION-00506,3,2,0.3333333333333333,2,1,2,0,0,52573,0,0,0,benign
SESSION-00507,6,5,0.16666666666666666,2,4,3,1,2,567072,3,3,1,attack
SESSION-00508,6,5,0.16666666666666666,2,4,3,1,2,821201,3,3,1,attack
SESSION-00509,3,2,0.3333333333333333,2,1,2,0,0,62048,0,0,0,benign
SESSION-00510,4,3,0.25,1,3,3,0,0,24658,0,0,0,benign
SESSION-00511,7,6,0.14285714285714285,2,4,3,1,2,475269,3,3,1,attack
SESSION-00512,3,2,0.3333333333333333,1,2,2,0,0,17602,0,0,0,benign
SESSION-00513,3,2,0.3333333333333333,1,2,2,0,0,4888,0,0,0,benign
SESSION-00514,4,3,0.25,1,3,3,1,0,13230,0,0,0,benign
SESSION-00515,3,2,0.3333333333333333,1,2,2,1,0,7241,0,0,0,benign
SESSION-00516,4,3,0.25,1,3,3,1,0,40340,0,0,0,benign
SESSION-00517,3,2,0.3333333333333333,2,1,2,0,0,34084,0,0,0,benign
SESSION-00518,3,2,0.3333333333333333,1,2,2,1,0,16655,0,0,0,benign
SESSION-00519,6,5,0.16666666666666666,2,4,3,1,2,875982,3,3,1,attack
SESSION-00520,4,3,0.25,1,3,3,0,0,38026,0,0,0,benign
SESSION-00521,3,2,0.3333333333333333,1,2,2,0,0,47976,0,0,0,benign
SESSION-00522,3,2,0.3333333333333333,2,1,2,0,0,21669,0,0,0,benign
SESSION-00523,4,3,0.25,2,2,2,0,0,13012,0,0,0,benign
SESSION-00524,4,3,0.25,2,2,2,0,0,48251,0,0,0,benign
SESSION-00525,4,3,0.25,1,3,3,1,0,55658,0,0,0,benign
SESSION-00526,3,2,0.3333333333333333,1,2,2,1,0,18247,0,0,0,benign
SESSION-00527,3,2,0.3333333333333333,2,1,2,0,0,7569,0,0,0,benign
SESSION-00528,3,2,0.3333333333333333,2,1,2,0,0,31944,0,0,0,benign
SESSION-00529,6,5,0.16666666666666666,2,4,3,1,2,100948,3,3,1,attack
SESSION-00530,3,2,0.3333333333333333,2,1,2,0,0,52460,0,0,0,benign
SESSION-00531,6,5,0.16666666666666666,2,4,3,1,2,861439,3,3,1,attack
SESSION-00532,7,6,0.14285714285714285,2,4,3,1,2,233410,3,3,1,attack
SESSION-00533,7,6,0.14285714285714285,2,4,3,1,2,643777,3,3,1,attack
SESSION-00534,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00535,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00536,3,2,0.3333333333333333,2,1,2,0,0,17642,0,0,0,attack
SESSION-00537,3,2,0.3333333333333333,1,2,2,1,0,25803,0,0,0,benign
SESSION-00538,7,6,0.14285714285714285,2,4,3,1,2,598588,3,3,1,benign
SESSION-00539,3,2,0.3333333333333333,2,1,2,0,0,8120,0,0,0,benign
SESSION-00540,6,5,0.16666666666666666,2,4,3,1,2,721912,3,3,1,attack
SESSION-00541,6,5,0.16666666666666666,2,4,3,1,2,491380,3,3,1,attack
SESSION-00542,7,6,0.14285714285714285,2,4,3,1,2,598531,3,3,1,benign
SESSION-00543,3,2,0.3333333333333333,1,2,2,0,0,23186,0,0,0,benign
SESSION-00544,7,6,0.14285714285714285,2,4,3,1,2,164381,3,3,1,attack
SESSION-00545,4,3,0.25,2,2,2,0,0,20338,0,0,0,benign
SESSION-00546,7,6,0.14285714285714285,2,4,3,1,2,469399,3,3,1,attack
SESSION-00547,3,2,0.3333333333333333,2,1,2,0,0,28690,0,0,0,benign
SESSION-00548,3,2,0.3333333333333333,2,1,2,0,0,18306,0,0,0,benign
SESSION-00549,3,2,0.3333333333333333,1,2,2,1,0,19607,0,0,0,benign
SESSION-00550,4,3,0.25,2,2,2,0,0,63521,0,0,0,benign
SESSION-00551,7,6,0.14285714285714285,2,4,3,1,2,410633,3,3,1,benign
SESSION-00552,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00553,6,5,0.16666666666666666,2,4,3,1,2,408420,3,3,1,attack
SESSION-00554,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00555,4,3,0.25,1,3,3,1,0,58705,0,0,0,benign
SESSION-00556,7,6,0.14285714285714285,2,4,3,1,2,533818,3,3,1,attack
SESSION-00557,3,2,0.3333333333333333,1,2,2,1,0,20690,0,0,0,benign
SESSION-00558,3,2,0.3333333333333333,2,1,2,0,0,28199,0,0,0,benign
SESSION-00559,3,2,0.3333333333333333,1,2,2,0,0,9040,0,0,0,benign
SESSION-00560,7,6,0.14285714285714285,2,4,3,1,2,505717,3,3,1,attack
SESSION-00561,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00562,7,6,0.14285714285714285,2,4,3,1,2,112439,3,3,1,attack
SESSION-00563,7,6,0.14285714285714285,2,4,3,1,2,828206,3,3,1,attack
SESSION-00564,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00565,6,5,0.16666666666666666,2,4,3,1,2,319020,3,3,1,attack
SESSION-00566,4,3,0.25,1,3,3,0,0,52327,0,0,0,benign
SESSION-00567,3,2,0.3333333333333333,2,1,2,0,0,48205,0,0,0,benign
SESSION-00568,4,3,0.25,2,2,2,0,0,46999,0,0,0,benign
SESSION-00569,3,2,0.3333333333333333,2,1,2,0,0,60405,0,0,0,benign
SESSION-00570,7,6,0.14285714285714285,2,4,3,1,2,895300,3,3,1,attack
SESSION-00571,3,2,0.3333333333333333,2,1,2,0,0,39951,0,0,0,benign
SESSION-00572,7,6,0.14285714285714285,2,4,3,1,2,882660,3,3,1,attack
SESSION-00573,3,2,0.3333333333333333,2,1,2,0,0,63185,0,0,0,benign
SESSION-00574,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00575,3,2,0.3333333333333333,1,2,2,0,0,33658,0,0,0,benign
SESSION-00576,7,6,0.14285714285714285,2,4,3,1,2,120755,3,3,1,attack
SESSION-00577,4,3,0.25,1,3,3,1,0,32448,0,0,0,benign
SESSION-00578,3,2,0.3333333333333333,2,1,2,0,0,33299,0,0,0,benign
SESSION-00579,7,6,0.14285714285714285,2,4,3,1,2,873426,3,3,1,attack
SESSION-00580,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00581,6,5,0.16666666666666666,2,4,3,1,2,296028,3,3,1,attack
SESSION-00582,7,6,0.14285714285714285,2,4,3,1,2,228124,3,3,1,attack
SESSION-00583,4,3,0.25,2,2,2,0,0,6398,0,0,0,benign
SESSION-00584,4,3,0.25,1,3,3,0,0,18300,0,0,0,benign
SESSION-00585,4,3,0.25,1,3,3,1,0,32932,0,0,0,benign
SESSION-00586,6,5,0.16666666666666666,2,4,3,1,2,442977,3,3,1,attack
SESSION-00587,4,3,0.25,1,3,3,0,0,60108,0,0,0,benign
SESSION-00588,7,6,0.14285714285714285,2,4,3,1,2,616941,3,3,1,attack
SESSION-00589,4,3,0.25,2,2,2,0,0,48458,0,0,0,benign
SESSION-00590,4,3,0.25,2,2,2,0,0,32090,0,0,0,benign
SESSION-00591,7,6,0.14285714285714285,2,4,3,1,2,658323,3,3,1,attack
SESSION-00592,3,2,0.3333333333333333,1,2,2,0,0,61840,0,0,0,benign
SESSION-00593,3,2,0.3333333333333333,2,1,2,0,0,22170,0,0,0,benign
SESSION-00594,3,2,0.3333333333333333,2,1,2,0,0,5819,0,0,0,benign
SESSION-00595,7,6,0.14285714285714285,2,4,3,1,2,234267,3,3,1,attack
SESSION-00596,3,2,0.3333333333333333,1,2,2,1,0,17402,0,0,0,benign
SESSION-00597,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00598,3,2,0.3333333333333333,1,2,2,1,0,59317,0,0,0,benign
SESSION-00599,6,5,0.16666666666666666,2,4,3,1,2,892107,3,3,1,attack
SESSION-00600,4,3,0.25,1,3,3,0,0,29954,0,0,0,benign
SESSION-00601,3,2,0.3333333333333333,2,1,2,0,0,7101,0,0,0,benign
SESSION-00602,3,2,0.3333333333333333,1,2,2,0,0,30115,0,0,0,benign
SESSION-00603,6,5,0.16666666666666666,2,4,3,1,2,698747,3,3,1,benign
SESSION-00604,7,6,0.14285714285714285,2,4,3,1,2,695442,3,3,1,attack
SESSION-00605,6,5,0.16666666666666666,2,4,3,1,2,611686,3,3,1,attack
SESSION-00606,3,2,0.3333333333333333,2,1,2,0,0,57945,0,0,0,attack
SESSION-00607,6,5,0.16666666666666666,2,4,3,1,2,239146,3,3,1,attack
SESSION-00608,4,3,0.25,2,2,2,0,0,40209,0,0,0,benign
SESSION-00609,7,6,0.14285714285714285,2,4,3,1,2,325282,3,3,1,benign
SESSION-00610,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00611,3,2,0.3333333333333333,1,2,2,0,0,7820,0,0,0,benign
SESSION-00612,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00613,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00614,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00615,4,3,0.25,1,3,3,0,0,59912,0,0,0,benign
SESSION-00616,7,6,0.14285714285714285,2,4,3,1,2,691599,3,3,1,attack
SESSION-00617,3,2,0.3333333333333333,1,2,2,1,0,9705,0,0,0,benign
SESSION-00618,3,2,0.3333333333333333,1,2,2,1,0,11775,0,0,0,benign
SESSION-00619,6,5,0.16666666666666666,2,4,3,1,2,388922,3,3,1,attack
SESSION-00620,4,3,0.25,2,2,2,0,0,37767,0,0,0,benign
SESSION-00621,4,3,0.25,2,2,2,0,0,47856,0,0,0,attack
SESSION-00622,3,2,0.3333333333333333,2,1,2,0,0,56340,0,0,0,benign
SESSION-00623,3,2,0.3333333333333333,2,1,2,0,0,5546,0,0,0,attack
SESSION-00624,6,5,0.16666666666666666,2,4,3,1,2,709696,3,3,1,attack
SESSION-00625,4,3,0.25,2,2,2,0,0,58025,0,0,0,benign
SESSION-00626,6,5,0.16666666666666666,2,4,3,1,2,891055,3,3,1,benign
SESSION-00627,4,3,0.25,2,2,2,0,0,45168,0,0,0,benign
SESSION-00628,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00629,3,2,0.3333333333333333,2,1,2,0,0,50244,0,0,0,benign
SESSION-00630,6,5,0.16666666666666666,2,4,3,1,2,285699,3,3,1,attack
SESSION-00631,7,6,0.14285714285714285,2,4,3,1,2,873043,3,3,1,attack
SESSION-00632,3,2,0.3333333333333333,2,1,2,0,0,9151,0,0,0,attack
SESSION-00633,6,5,0.16666666666666666,2,4,3,1,2,118745,3,3,1,benign
SESSION-00634,7,6,0.14285714285714285,2,4,3,1,2,361461,3,3,1,attack
SESSION-00635,6,5,0.16666666666666666,2,4,3,1,2,699981,3,3,1,attack
SESSION-00636,6,5,0.16666666666666666,2,4,3,1,2,493239,3,3,1,attack
SESSION-00637,3,2,0.3333333333333333,1,2,2,1,0,45580,0,0,0,benign
SESSION-00638,4,3,0.25,1,3,3,0,0,35184,0,0,0,benign
SESSION-00639,3,2,0.3333333333333333,2,1,2,0,0,35982,0,0,0,benign
SESSION-00640,4,3,0.25,1,3,3,0,0,59855,0,0,0,benign
SESSION-00641,7,6,0.14285714285714285,2,4,3,1,2,479434,3,3,1,attack
SESSION-00642,3,2,0.3333333333333333,1,2,2,1,0,14472,0,0,0,benign
SESSION-00643,7,6,0.14285714285714285,2,4,3,1,2,841570,3,3,1,attack
SESSION-00644,3,2,0.3333333333333333,1,2,2,0,0,18512,0,0,0,benign
SESSION-00645,3,2,0.3333333333333333,1,2,2,0,0,31506,0,0,0,benign
SESSION-00646,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00647,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00648,6,5,0.16666666666666666,2,4,3,1,2,898087,3,3,1,attack
SESSION-00649,6,5,0.16666666666666666,2,4,3,1,2,475281,3,3,1,benign
SESSION-00650,3,2,0.3333333333333333,2,1,2,0,0,41150,0,0,0,benign
SESSION-00651,3,2,0.3333333333333333,1,2,2,0,0,61641,0,0,0,benign
SESSION-00652,6,5,0.16666666666666666,2,4,3,1,2,520756,3,3,1,attack
SESSION-00653,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00654,6,5,0.16666666666666666,2,4,3,1,2,154134,3,3,1,attack
SESSION-00655,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00656,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00657,7,6,0.14285714285714285,2,4,3,1,2,721872,3,3,1,benign
SESSION-00658,4,3,0.25,1,3,3,1,0,26047,0,0,0,benign
SESSION-00659,6,5,0.16666666666666666,2,4,3,1,2,494225,3,3,1,attack
SESSION-00660,4,3,0.25,2,2,2,0,0,52570,0,0,0,benign
SESSION-00661,4,3,0.25,1,3,3,1,0,27334,0,0,0,benign
SESSION-00662,3,2,0.3333333333333333,1,2,2,0,0,34894,0,0,0,benign
SESSION-00663,7,6,0.14285714285714285,2,4,3,1,2,636392,3,3,1,attack
SESSION-00664,4,3,0.25,2,2,2,0,0,33333,0,0,0,benign
SESSION-00665,6,5,0.16666666666666666,2,4,3,1,2,759903,3,3,1,attack
