session_id,step,source,target,event_type,bytes_out,is_external,encoded_command,label
SESSION-00319,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00319,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00319,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00319,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00319,5,curl.exe,external_host,network,261054,1,0,attack
SESSION-00320,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00320,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00320,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00321,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00321,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00321,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00321,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00321,5,curl.exe,external_host,network,662636,1,0,attack
SESSION-00322,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00322,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00322,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00322,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00322,5,curl.exe,external_host,network,292029,1,0,attack
SESSION-00323,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00323,2,browser.exe,company_portal,network,49539,0,0,benign
SESSION-00324,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00324,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00325,1,explorer.exe,browser.exe,process,0,0,0,attack
SESSION-00325,2,browser.exe,trusted_api,network,15373,1,0,attack
SESSION-00326,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00326,2,backup.exe,backup_server,network,58086,0,0,benign
SESSION-00327,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00327,2,python.exe,local_database,network,5747,0,0,benign
SESSION-00327,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00328,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00328,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00328,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00329,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00329,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00329,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00329,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00329,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00329,6,curl.exe,external_host,network,637212,1,0,attack
SESSION-00330,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00330,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00330,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00330,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00330,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00330,6,curl.exe,external_host,network,614266,1,0,attack
SESSION-00331,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00331,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00331,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00331,4,rundll32.exe,credential_store,file,0,0,0,benign
SESSION-00331,5,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00331,6,curl.exe,external_host,network,785431,1,0,benign
SESSION-00332,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00332,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00332,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00332,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00332,5,curl.exe,external_host,network,423327,1,0,attack
SESSION-00333,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00333,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00333,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00334,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00334,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00334,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00334,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00334,5,curl.exe,external_host,network,414006,1,0,attack
SESSION-00335,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00335,2,browser.exe,trusted_api,network,45595,1,0,benign
SESSION-00336,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00336,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00336,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00336,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00336,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00336,6,curl.exe,external_host,network,511369,1,0,attack
SESSION-00337,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00337,2,backup.exe,backup_server,network,52790,0,0,benign
SESSION-00337,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00338,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00338,2,python.exe,local_database,network,33101,0,0,benign
SESSION-00339,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00339,2,browser.exe,company_portal,network,38839,0,0,benign
SESSION-00339,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00340,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00340,2,backup.exe,backup_server,network,8506,0,0,benign
SESSION-00341,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00341,2,browser.exe,company_portal,network,27746,0,0,benign
SESSION-00342,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00342,2,backup.exe,backup_server,network,60765,0,0,benign
SESSION-00343,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00343,2,backup.exe,backup_server,network,37779,0,0,benign
SESSION-00344,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00344,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00344,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00345,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00345,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00345,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00346,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00346,2,backup.exe,backup_server,network,15515,0,0,benign
SESSION-00347,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00347,2,python.exe,local_database,network,54087,0,0,benign
SESSION-00348,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00348,2,backup.exe,backup_server,network,5312,0,0,benign
SESSION-00349,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00349,2,backup.exe,backup_server,network,38475,0,0,benign
SESSION-00349,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00350,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00350,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00350,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00350,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00350,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00350,6,curl.exe,external_host,network,829011,1,0,attack
SESSION-00351,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00351,2,python.exe,local_database,network,17087,0,0,benign
SESSION-00352,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00352,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00352,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00352,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00352,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00352,6,curl.exe,external_host,network,487062,1,0,attack
SESSION-00353,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00353,2,backup.exe,backup_server,network,37599,0,0,benign
SESSION-00353,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00354,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00354,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00354,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00354,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00354,5,curl.exe,external_host,network,202802,1,0,attack
SESSION-00355,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00355,2,python.exe,local_database,network,51888,0,0,benign
SESSION-00355,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00356,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00356,2,backup.exe,backup_server,network,38515,0,0,benign
SESSION-00356,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00357,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00357,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00358,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00358,2,backup.exe,backup_server,network,28773,0,0,benign
SESSION-00359,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00359,2,backup.exe,backup_server,network,52069,0,0,benign
SESSION-00360,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00360,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00360,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00360,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00360,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00360,6,curl.exe,external_host,network,679012,1,0,attack
SESSION-00361,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00361,2,backup.exe,backup_server,network,29317,0,0,benign
SESSION-00361,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00362,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00362,2,browser.exe,company_portal,network,51801,0,0,benign
SESSION-00362,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00363,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00363,2,browser.exe,company_portal,network,60683,0,0,benign
SESSION-00363,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00364,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00364,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00364,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00364,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00364,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00364,6,curl.exe,external_host,network,255747,1,0,attack
SESSION-00365,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00365,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00366,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00366,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00366,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00366,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00366,5,curl.exe,external_host,network,743355,1,0,attack
SESSION-00367,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00367,2,browser.exe,trusted_api,network,29157,1,0,benign
SESSION-00367,3,trusted_api,cache.tmp,file,0,0,0,benign
SESSION-00368,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00368,2,python.exe,local_database,network,62398,0,0,benign
SESSION-00368,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00369,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00369,2,python.exe,local_database,network,58888,0,0,benign
SESSION-00369,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00370,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00370,2,backup.exe,backup_server,network,9402,0,0,benign
SESSION-00370,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00371,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00371,2,browser.exe,company_portal,network,35698,0,0,benign
SESSION-00372,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00372,2,browser.exe,company_portal,network,30036,0,0,benign
SESSION-00372,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00373,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00373,2,browser.exe,company_portal,network,13929,0,0,benign
SESSION-00373,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00374,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00374,2,browser.exe,company_portal,network,56640,0,0,benign
SESSION-00375,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00375,2,browser.exe,company_portal,network,55055,0,0,benign
SESSION-00376,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00376,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00376,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00376,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00376,5,curl.exe,external_host,network,326165,1,0,attack
SESSION-00377,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00377,2,python.exe,local_database,network,29590,0,0,benign
SESSION-00378,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00378,2,browser.exe,company_portal,network,19635,0,0,benign
SESSION-00379,1,outlook.exe,pdf_reader.exe,process,0,0,0,attack
SESSION-00379,2,pdf_reader.exe,document.pdf,file,0,0,0,attack
SESSION-00380,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00380,2,backup.exe,backup_server,network,40569,0,0,benign
SESSION-00380,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00381,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00381,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00381,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00381,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00381,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00381,6,curl.exe,external_host,network,311773,1,0,attack
SESSION-00382,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00382,2,backup.exe,backup_server,network,56880,0,0,benign
SESSION-00382,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00383,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00383,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00383,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00383,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00383,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00383,6,curl.exe,external_host,network,881298,1,0,attack
SESSION-00384,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00384,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00384,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00384,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00384,5,curl.exe,external_host,network,378765,1,0,attack
SESSION-00385,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00385,2,backup.exe,backup_server,network,33969,0,0,benign
SESSION-00386,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00386,2,backup.exe,backup_server,network,10038,0,0,benign
SESSION-00386,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00387,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00387,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00387,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00387,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00387,5,curl.exe,external_host,network,365278,1,0,attack
SESSION-00388,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00388,2,browser.exe,trusted_api,network,36050,1,0,benign
SESSION-00388,3,trusted_api,cache.tmp,file,0,0,0,benign
SESSION-00389,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00389,2,browser.exe,trusted_api,network,44389,1,0,benign
SESSION-00390,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00390,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00390,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00390,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00390,5,curl.exe,external_host,network,820178,1,0,attack
SESSION-00391,1,explorer.exe,browser.exe,process,0,0,0,attack
SESSION-00391,2,browser.exe,trusted_api,network,39097,1,0,attack
SESSION-00392,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00392,2,python.exe,local_database,network,19445,0,0,benign
SESSION-00393,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00393,2,backup.exe,backup_server,network,63318,0,0,benign
SESSION-00394,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00394,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00394,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00394,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00394,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00394,6,curl.exe,external_host,network,134797,1,0,attack
SESSION-00395,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00395,2,python.exe,local_database,network,58495,0,0,benign
SESSION-00396,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00396,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00396,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00396,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00396,5,curl.exe,external_host,network,670110,1,0,attack
SESSION-00397,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00397,2,browser.exe,company_portal,network,14164,0,0,benign
SESSION-00398,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00398,2,backup.exe,backup_server,network,51016,0,0,benign
SESSION-00399,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00399,2,browser.exe,company_portal,network,41633,0,0,benign
SESSION-00400,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00400,2,backup.exe,backup_server,network,35543,0,0,benign
SESSION-00401,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00401,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00401,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00401,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00401,5,curl.exe,external_host,network,256706,1,0,attack
SESSION-00402,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00402,2,browser.exe,company_portal,network,19172,0,0,benign
SESSION-00402,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00403,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00403,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00403,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00404,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00404,2,browser.exe,trusted_api,network,47842,1,0,benign
SESSION-00405,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00405,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00405,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00405,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00405,5,curl.exe,external_host,network,703647,1,0,attack
SESSION-00406,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00406,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00406,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00406,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00406,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00406,6,curl.exe,external_host,network,283658,1,0,attack
SESSION-00407,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00407,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00407,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00408,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00408,2,python.exe,local_database,network,49123,0,0,benign
SESSION-00409,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00409,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00410,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00410,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00410,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00410,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00410,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00410,6,curl.exe,external_host,network,277417,1,0,attack
SESSION-00411,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00411,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00411,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00411,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00411,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00411,6,curl.exe,external_host,network,223243,1,0,attack
SESSION-00412,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00412,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00412,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00412,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00412,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00412,6,curl.exe,external_host,network,337354,1,0,attack
SESSION-00413,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00413,2,python.exe,local_database,network,50078,0,0,benign
SESSION-00414,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00414,2,browser.exe,trusted_api,network,56631,1,0,benign
SESSION-00415,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00415,2,backup.exe,backup_server,network,59242,0,0,benign
SESSION-00416,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00416,2,browser.exe,company_portal,network,2995,0,0,benign
SESSION-00417,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00417,2,python.exe,local_database,network,37794,0,0,benign
SESSION-00418,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00418,2,browser.exe,company_portal,network,16186,0,0,benign
SESSION-00419,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00419,2,browser.exe,company_portal,network,56993,0,0,benign
SESSION-00420,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00420,2,browser.exe,company_portal,network,18889,0,0,benign
SESSION-00421,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00421,2,backup.exe,backup_server,network,37091,0,0,benign
SESSION-00421,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00422,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00422,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00422,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00422,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00422,5,curl.exe,external_host,network,692310,1,0,attack
SESSION-00423,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00423,2,browser.exe,trusted_api,network,2198,1,0,benign
SESSION-00423,3,trusted_api,cache.tmp,file,0,0,0,benign
SESSION-00424,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00424,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00424,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00424,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00424,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00424,6,curl.exe,external_host,network,638690,1,0,attack
SESSION-00425,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00425,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00426,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00426,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00426,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00426,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00426,5,curl.exe,external_host,network,635721,1,0,attack
SESSION-00427,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00427,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00427,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00427,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00427,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00427,6,curl.exe,external_host,network,888521,1,0,attack
SESSION-00428,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00428,2,python.exe,local_database,network,38465,0,0,benign
SESSION-00429,1,outlook.exe,pdf_reader.exe,process,0,0,0,attack
SESSION-00429,2,pdf_reader.exe,document.pdf,file,0,0,0,attack
SESSION-00430,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00430,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00430,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00430,4,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00430,5,curl.exe,external_host,network,251245,1,0,benign
SESSION-00431,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00431,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00432,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00432,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00432,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00433,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00433,2,browser.exe,trusted_api,network,48686,1,0,benign
SESSION-00434,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00434,2,backup.exe,backup_server,network,12383,0,0,benign
SESSION-00435,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00435,2,python.exe,local_database,network,64558,0,0,benign
SESSION-00436,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00436,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00436,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00436,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00436,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00436,6,curl.exe,external_host,network,678448,1,0,attack
SESSION-00437,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00437,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00437,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00437,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00437,5,curl.exe,external_host,network,275147,1,0,attack
SESSION-00438,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00438,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00438,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00439,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00439,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00439,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00439,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00439,5,curl.exe,external_host,network,306025,1,0,attack
SESSION-00440,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00440,2,browser.exe,trusted_api,network,27380,1,0,benign
SESSION-00441,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00441,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00441,3,powershell.exe,rundll32.exe,process,0,0,0,attack
